"KEY1","KEY2","KEY3","PERIOD","V1","V2"
"DE","mks_T","225_45_R_17","2009-5",374.00,1981.00
"DE","mks_T","225_45_R_17","2010-5",284.00,2081.00
"DE","mks_T","245_40_R_18","2000-5",29.00,4071.00
"DE","mks_T","245_40_R_18","2001-5",217.00,1864.00
"DE","mks_T","245_40_R_18","2002-5",193.00,1852.00
"DE","mks_T","245_40_R_18","2003-5",182.00,3509.00
"DE","mks_T","245_40_R_18","2004-5",251.00,3072.00
"DE","mks_T","245_40_R_18","2005-5",419.00,114.00
"DE","mks_T","245_40_R_18","2006-5",184.00,791.00
"DE","mks_T","245_40_R_18","2007-5",416.00,382.00
"DE","mks_T","245_40_R_18","2008-5",330.00,573.00
"DE","mks_T","245_40_R_18","2009-5",229.00,3585.00
"DE","mks_T","245_40_R_18","2010-5",278.00,3883.00
"ES","mks_T","225_50_ R_17","2000-5",330.00,3060.00
"ES","mks_T","225_50_ R_17","2001-5",200.00,351.00
"ES","mks_T","225_50_ R_17","2002-5",103.00,1889.00
"ES","mks_T","225_50_ R_17","2003-5",148.00,1872.00
"ES","mks_T","225_50_ R_17","2004-5",180.00,185.00
"ES","mks_T","225_50_ R_17","2005-5",30.00,1961.00
"ES","mks_T","225_50_ R_17","2006-5",237.00,1469.00
"ES","mks_T","225_50_ R_17","2007-5",214.00,2602.00
"ES","mks_T","225_50_ R_17","2008-5",293.00,3402.00
"ES","mks_T","225_50_ R_17","2009-5",142.00,3364.00
"ES","mks_T","225_50_ R_17","2010-5",332.00,1954.00
"ES","mks_T","225_45_R_17","2000-5",218.00,1038.00
"ES","mks_T","225_45_R_17","2001-5",101.00,1090.00
"ES","mks_T","225_45_R_17","2002-5",298.00,1146.00
"ES","mks_T","225_45_R_17","2003-5",96.00,1202.00
"ES","mks_T","225_45_R_17","2004-5",234.00,1262.00
"ES","mks_T","225_45_R_17","2005-5",246.00,1325.00
"ES","mks_T","225_45_R_17","2006-5",67.00,1391.00
"ES","mks_T","225_45_R_17","2007-5",165.00,1462.00
"ES","mks_T","225_45_R_17","2008-5",27.00,1534.00
"ES","mks_T","225_45_R_17","2009-5",305.00,1611.00
"ES","mks_T","225_45_R_17","2010-5",231.00,1692.00
"ES","mks_T","245_40_R_18","2000-5",24.00,3310.00
"ES","mks_T","245_40_R_18","2001-5",176.00,1515.00
"ES","mks_T","245_40_R_18","2002-5",158.00,1506.00
"ES","mks_T","245_40_R_18","2003-5",148.00,2853.00
"ES","mks_T","245_40_R_18","2004-5",204.00,2498.00
"ES","mks_T","245_40_R_18","2005-5",340.00,92.00
"ES","mks_T","245_40_R_18","2006-5",149.00,643.00
"ES","mks_T","245_40_R_18","2007-5",338.00,311.00
"ES","mks_T","245_40_R_18","2008-5",268.00,466.00
"ES","mks_T","245_40_R_18","2009-5",187.00,2914.00
"ES","mks_T","245_40_R_18","2010-5",226.00,3157.00
"IT","mks_T","225_50_ R_17","2000-6",304.00,2829.00
"IT","mks_T","225_50_ R_17","2001-6",185.00,324.00
"IT","mks_T","225_50_ R_17","2002-6",96.00,1746.00
"IT","mks_T","225_50_ R_17","2003-6",137.00,1730.00
"IT","mks_T","225_50_ R_17","2004-6",166.00,170.00
"IT","mks_T","225_50_ R_17","2005-6",28.00,1813.00
"IT","mks_T","225_50_ R_17","2006-6",220.00,1358.00
"IT","mks_T","225_50_ R_17","2007-6",198.00,2405.00
"IT","mks_T","225_50_ R_17","2008-6",270.00,3145.00
"IT","mks_T","225_50_ R_17","2009-6",131.00,3110.00
"IT","mks_T","225_50_ R_17","2010-6",306.00,1806.00
"IT","mks_T","225_45_R_17","2000-6",202.00,960.00
"IT","mks_T","225_45_R_17","2001-6",93.00,1008.00
"IT","mks_T","225_45_R_17","2002-6",275.00,1058.00
"IT","mks_T","225_45_R_17","2003-6",88.00,1111.00
"IT","mks_T","225_45_R_17","2004-6",217.00,1167.00
"IT","mks_T","225_45_R_17","2005-6",227.00,1226.00
"IT","mks_T","225_45_R_17","2006-6",62.00,1286.00
"IT","mks_T","225_45_R_17","2007-6",152.00,1350.00
"IT","mks_T","225_45_R_17","2008-6",26.00,1418.00
"IT","mks_T","225_45_R_17","2009-6",281.00,1490.00
"IT","mks_T","225_45_R_17","2010-6",214.00,1564.00
"IT","mks_T","245_40_R_18","2000-6",22.00,3059.00
"IT","mks_T","245_40_R_18","2001-6",163.00,1401.00
"IT","mks_T","245_40_R_18","2002-6",146.00,1392.00
"IT","mks_T","245_40_R_18","2003-6",137.00,2637.00
"IT","mks_T","245_40_R_18","2004-6",189.00,2309.00
"IT","mks_T","245_40_R_18","2005-6",314.00,86.00
"IT","mks_T","245_40_R_18","2006-6",138.00,594.00
"IT","mks_T","245_40_R_18","2007-6",313.00,288.00
"IT","mks_T","245_40_R_18","2008-6",248.00,430.00
"IT","mks_T","245_40_R_18","2009-6",173.00,2694.00
"IT","mks_T","245_40_R_18","2010-6",209.00,2918.00
"DE","mks_T","225_50_ R_17","2000-6",309.00,2868.00
"DE","mks_T","225_50_ R_17","2001-6",187.00,329.00
"DE","mks_T","225_50_ R_17","2002-6",97.00,1770.00
"DE","mks_T","225_50_ R_17","2003-6",139.00,1754.00
"DE","mks_T","225_50_ R_17","2004-6",168.00,173.00
"DE","mks_T","225_50_ R_17","2005-6",29.00,1838.00
"DE","mks_T","225_50_ R_17","2006-6",222.00,1377.00
"DE","mks_T","225_50_ R_17","2007-6",200.00,2438.00
"DE","mks_T","225_50_ R_17","2008-6",274.00,3188.00
"DE","mks_T","225_50_ R_17","2009-6",133.00,3153.00
"DE","mks_T","225_50_ R_17","2010-6",310.00,1831.00
"DE","mks_T","225_45_R_17","2000-6",204.00,973.00
"DE","mks_T","225_45_R_17","2001-6",94.00,1022.00
"DE","mks_T","225_45_R_17","2002-6",279.00,1074.00
"DE","mks_T","225_45_R_17","2003-6",90.00,1126.00
"DE","mks_T","225_45_R_17","2004-6",219.00,1183.00
"DE","mks_T","225_45_R_17","2005-6",230.00,1242.00
"DE","mks_T","225_45_R_17","2006-6",63.00,1304.00
"DE","mks_T","225_45_R_17","2007-6",154.00,1370.00
"DE","mks_T","225_45_R_17","2008-6",26.00,1438.00
"DE","mks_T","225_45_R_17","2009-6",285.00,1510.00
"DE","mks_T","225_45_R_17","2010-6",216.00,1586.00
"DE","mks_T","245_40_R_18","2000-6",22.00,3102.00
"DE","mks_T","245_40_R_18","2001-6",166.00,1420.00
"DE","mks_T","245_40_R_18","2002-6",147.00,1411.00
"DE","mks_T","245_40_R_18","2003-6",138.00,2674.00
"DE","mks_T","245_40_R_18","2004-6",191.00,2341.00
"DE","mks_T","245_40_R_18","2005-6",319.00,87.00
"DE","mks_T","245_40_R_18","2006-6",140.00,602.00
"DE","mks_T","245_40_R_18","2007-6",317.00,291.00
"DE","mks_T","245_40_R_18","2008-6",251.00,437.00
"DE","mks_T","245_40_R_18","2009-6",174.00,2731.00
"DE","mks_T","245_40_R_18","2010-6",212.00,2958.00
"ES","mks_T","225_50_ R_17","2000-6",251.00,2331.00
"ES","mks_T","225_50_ R_17","2001-6",152.00,267.00
"ES","mks_T","225_50_ R_17","2002-6",78.00,1439.00
"ES","mks_T","225_50_ R_17","2003-6",113.00,1426.00
"ES","mks_T","225_50_ R_17","2004-6",137.00,141.00
"ES","mks_T","225_50_ R_17","2005-6",23.00,1494.00
"ES","mks_T","225_50_ R_17","2006-6",181.00,1119.00
"ES","mks_T","225_50_ R_17","2007-6",163.00,1982.00
"ES","mks_T","225_50_ R_17","2008-6",223.00,2592.00
"ES","mks_T","225_50_ R_17","2009-6",108.00,2563.00
"ES","mks_T","225_50_ R_17","2010-6",253.00,1489.00
"ES","mks_T","225_45_R_17","2000-6",166.00,791.00
"ES","mks_T","225_45_R_17","2001-6",77.00,830.00
"ES","mks_T","225_45_R_17","2002-6",227.00,873.00
"ES","mks_T","225_45_R_17","2003-6",73.00,916.00
"ES","mks_T","225_45_R_17","2004-6",178.00,962.00
"ES","mks_T","225_45_R_17","2005-6",187.00,1010.00
"ES","mks_T","225_45_R_17","2006-6",51.00,1060.00
"ES","mks_T","225_45_R_17","2007-6",126.00,1114.00
"ES","mks_T","225_45_R_17","2008-6",21.00,1169.00
"ES","mks_T","225_45_R_17","2009-6",232.00,1227.00
"ES","mks_T","225_45_R_17","2010-6",176.00,1289.00
"ES","mks_T","245_40_R_18","2000-6",18.00,2522.00
"ES","mks_T","245_40_R_18","2001-6",134.00,1154.00
"ES","mks_T","245_40_R_18","2002-6",120.00,1147.00
"ES","mks_T","245_40_R_18","2003-6",113.00,2174.00
"ES","mks_T","245_40_R_18","2004-6",155.00,1903.00
"ES","mks_T","245_40_R_18","2005-6",259.00,70.00
"ES","mks_T","245_40_R_18","2006-6",114.00,490.00
"ES","mks_T","245_40_R_18","2007-6",258.00,237.00
"ES","mks_T","245_40_R_18","2008-6",204.00,355.00
"ES","mks_T","245_40_R_18","2009-6",142.00,2220.00
"ES","mks_T","245_40_R_18","2010-6",172.00,2406.00
"IT","mks_T","225_50_ R_17","2000-7",296.00,2758.00
"IT","mks_T","225_50_ R_17","2001-7",180.00,316.00
"IT","mks_T","225_50_ R_17","2002-7",94.00,1702.00
"IT","mks_T","225_50_ R_17","2003-7",133.00,1687.00
"IT","mks_T","225_50_ R_17","2004-7",161.00,166.00
"IT","mks_T","225_50_ R_17","2005-7",27.00,1767.00
"IT","mks_T","225_50_ R_17","2006-7",215.00,1324.00
"IT","mks_T","225_50_ R_17","2007-7",193.00,2345.00
"IT","mks_T","225_50_ R_17","2008-7",264.00,3066.00
"IT","mks_T","225_50_ R_17","2009-7",128.00,3032.00
"IT","mks_T","225_50_ R_17","2010-7",299.00,1761.00
"IT","mks_T","225_45_R_17","2000-7",197.00,936.00
"IT","mks_T","225_45_R_17","2001-7",90.00,983.00
"IT","mks_T","225_45_R_17","2002-7",268.00,1032.00
"IT","mks_T","225_45_R_17","2003-7",86.00,1083.00
"IT","mks_T","225_45_R_17","2004-7",211.00,1138.00
"IT","mks_T","225_45_R_17","2005-7",222.00,1195.00
"IT","mks_T","225_45_R_17","2006-7",61.00,1254.00
"IT","mks_T","225_45_R_17","2007-7",148.00,1317.00
"IT","mks_T","225_45_R_17","2008-7",25.00,1383.00
"IT","mks_T","225_45_R_17","2009-7",274.00,1452.00
"IT","mks_T","225_45_R_17","2010-7",208.00,1525.00
"IT","mks_T","245_40_R_18","2000-7",22.00,2983.00
"IT","mks_T","245_40_R_18","2001-7",159.00,1366.00
"IT","mks_T","245_40_R_18","2002-7",142.00,1357.00
"IT","mks_T","245_40_R_18","2003-7",133.00,2571.00
"IT","mks_T","245_40_R_18","2004-7",184.00,2251.00
"IT","mks_T","245_40_R_18","2005-7",307.00,83.00
"IT","mks_T","245_40_R_18","2006-7",134.00,579.00
"IT","mks_T","245_40_R_18","2007-7",305.00,281.00
"IT","mks_T","245_40_R_18","2008-7",242.00,420.00
"IT","mks_T","245_40_R_18","2009-7",168.00,2626.00
"IT","mks_T","245_40_R_18","2010-7",204.00,2845.00
"DE","mks_T","225_50_ R_17","2000-7",301.00,2796.00
"DE","mks_T","225_50_ R_17","2001-7",183.00,321.00
"DE","mks_T","225_50_ R_17","2002-7",94.00,1725.00
"DE","mks_T","225_50_ R_17","2003-7",136.00,1711.00
"DE","mks_T","225_50_ R_17","2004-7",164.00,168.00
"DE","mks_T","225_50_ R_17","2005-7",28.00,1792.00
"DE","mks_T","225_50_ R_17","2006-7",217.00,1342.00
"DE","mks_T","225_50_ R_17","2007-7",195.00,2377.00
"DE","mks_T","225_50_ R_17","2008-7",268.00,3108.00
"DE","mks_T","225_50_ R_17","2009-7",129.00,3074.00
"DE","mks_T","225_50_ R_17","2010-7",303.00,1785.00
"DE","mks_T","225_45_R_17","2000-7",199.00,948.00
"DE","mks_T","225_45_R_17","2001-7",92.00,996.00
"DE","mks_T","225_45_R_17","2002-7",272.00,1047.00
"DE","mks_T","225_45_R_17","2003-7",87.00,1098.00
"DE","mks_T","225_45_R_17","2004-7",214.00,1154.00
"DE","mks_T","225_45_R_17","2005-7",225.00,1211.00
"DE","mks_T","225_45_R_17","2006-7",62.00,1271.00
"DE","mks_T","225_45_R_17","2007-7",151.00,1335.00
"DE","mks_T","225_45_R_17","2008-7",25.00,1402.00
"DE","mks_T","225_45_R_17","2009-7",278.00,1472.00
"DE","mks_T","225_45_R_17","2010-7",211.00,1546.00
"DE","mks_T","245_40_R_18","2000-7",22.00,3024.00
"DE","mks_T","245_40_R_18","2001-7",161.00,1385.00
"DE","mks_T","245_40_R_18","2002-7",144.00,1376.00
"DE","mks_T","245_40_R_18","2003-7",135.00,2607.00
"DE","mks_T","245_40_R_18","2004-7",186.00,2282.00
"DE","mks_T","245_40_R_18","2005-7",311.00,85.00
"DE","mks_T","245_40_R_18","2006-7",137.00,587.00
"DE","mks_T","245_40_R_18","2007-7",309.00,284.00
"DE","mks_T","245_40_R_18","2008-7",245.00,426.00
"DE","mks_T","245_40_R_18","2009-7",170.00,2663.00
"DE","mks_T","245_40_R_18","2010-7",207.00,2884.00
"ES","mks_T","225_50_ R_17","2000-7",245.00,2273.00
"ES","mks_T","225_50_ R_17","2001-7",148.00,261.00
"ES","mks_T","225_50_ R_17","2002-7",76.00,1403.00
"ES","mks_T","225_50_ R_17","2003-7",110.00,1391.00
"ES","mks_T","225_50_ R_17","2004-7",133.00,137.00
"ES","mks_T","225_50_ R_17","2005-7",23.00,1457.00
"ES","mks_T","225_50_ R_17","2006-7",176.00,1091.00
"ES","mks_T","225_50_ R_17","2007-7",159.00,1933.00
"ES","mks_T","225_50_ R_17","2008-7",218.00,2527.00
"ES","mks_T","225_50_ R_17","2009-7",105.00,2499.00
"ES","mks_T","225_50_ R_17","2010-7",246.00,1452.00
"ES","mks_T","225_45_R_17","2000-7",162.00,771.00
"ES","mks_T","225_45_R_17","2001-7",75.00,810.00
"ES","mks_T","225_45_R_17","2002-7",222.00,851.00
"ES","mks_T","225_45_R_17","2003-7",71.00,893.00
"ES","mks_T","225_45_R_17","2004-7",174.00,938.00
"ES","mks_T","225_45_R_17","2005-7",183.00,984.00
"ES","mks_T","225_45_R_17","2006-7",50.00,1034.00
"ES","mks_T","225_45_R_17","2007-7",122.00,1086.00
"ES","mks_T","225_45_R_17","2008-7",20.00,1140.00
"ES","mks_T","225_45_R_17","2009-7",226.00,1197.00
"ES","mks_T","225_45_R_17","2010-7",172.00,1257.00
"ES","mks_T","245_40_R_18","2000-7",18.00,2459.00
"ES","mks_T","245_40_R_18","2001-7",131.00,1126.00
"ES","mks_T","245_40_R_18","2002-7",117.00,1119.00
"ES","mks_T","245_40_R_18","2003-7",110.00,2119.00
"ES","mks_T","245_40_R_18","2004-7",151.00,1856.00
"ES","mks_T","245_40_R_18","2005-7",253.00,69.00
"ES","mks_T","245_40_R_18","2006-7",111.00,477.00
"ES","mks_T","245_40_R_18","2007-7",251.00,231.00
"ES","mks_T","245_40_R_18","2008-7",199.00,346.00
"ES","mks_T","245_40_R_18","2009-7",139.00,2165.00
"ES","mks_T","245_40_R_18","2010-7",168.00,2345.00
"IT","mks_T","225_50_ R_17","2000-8",190.00,1768.00
"IT","mks_T","225_50_ R_17","2001-8",116.00,203.00
"IT","mks_T","225_50_ R_17","2002-8",60.00,1091.00
"IT","mks_T","225_50_ R_17","2003-8",86.00,1082.00
"IT","mks_T","225_50_ R_17","2004-8",104.00,107.00
"IT","mks_T","225_50_ R_17","2005-8",18.00,1133.00
"IT","mks_T","225_50_ R_17","2006-8",138.00,849.00
"IT","mks_T","225_50_ R_17","2007-8",124.00,1503.00
"IT","mks_T","225_50_ R_17","2008-8",169.00,1966.00
"IT","mks_T","225_50_ R_17","2009-8",82.00,1944.00
"IT","mks_T","225_50_ R_17","2010-8",192.00,1129.00
"IT","mks_T","225_45_R_17","2000-8",126.00,600.00
"IT","mks_T","225_45_R_17","2001-8",58.00,630.00
"IT","mks_T","225_45_R_17","2002-8",172.00,662.00
"IT","mks_T","225_45_R_17","2003-8",55.00,695.00
"IT","mks_T","225_45_R_17","2004-8",136.00,730.00
"IT","mks_T","225_45_R_17","2005-8",142.00,766.00
"IT","mks_T","225_45_R_17","2006-8",39.00,804.00
"IT","mks_T","225_45_R_17","2007-8",95.00,844.00
"IT","mks_T","225_45_R_17","2008-8",16.00,887.00
"IT","mks_T","225_45_R_17","2009-8",176.00,931.00
"IT","mks_T","225_45_R_17","2010-8",134.00,978.00
"IT","mks_T","245_40_R_18","2000-8",14.00,1912.00
"IT","mks_T","245_40_R_18","2001-8",102.00,876.00
"IT","mks_T","245_40_R_18","2002-8",91.00,870.00
"IT","mks_T","245_40_R_18","2003-8",86.00,1648.00
"IT","mks_T","245_40_R_18","2004-8",118.00,1443.00
"IT","mks_T","245_40_R_18","2005-8",197.00,54.00
"IT","mks_T","245_40_R_18","2006-8",86.00,371.00
"IT","mks_T","245_40_R_18","2007-8",196.00,180.00
"IT","mks_T","245_40_R_18","2008-8",155.00,269.00
"IT","mks_T","245_40_R_18","2009-8",108.00,1684.00
"IT","mks_T","245_40_R_18","2010-8",131.00,1824.00
"DE","mks_T","225_50_ R_17","2000-8",193.00,1793.00
"DE","mks_T","225_50_ R_17","2001-8",117.00,206.00
"DE","mks_T","225_50_ R_17","2002-8",61.00,1106.00
"DE","mks_T","225_50_ R_17","2003-8",87.00,1097.00
"DE","mks_T","225_50_ R_17","2004-8",105.00,108.00
"DE","mks_T","225_50_ R_17","2005-8",18.00,1149.00
"DE","mks_T","225_50_ R_17","2006-8",139.00,861.00
"DE","mks_T","225_50_ R_17","2007-8",125.00,1524.00
"DE","mks_T","225_50_ R_17","2008-8",172.00,1993.00
"DE","mks_T","225_50_ R_17","2009-8",83.00,1971.00
"DE","mks_T","225_50_ R_17","2010-8",194.00,1145.00
"DE","mks_T","225_45_R_17","2000-8",128.00,608.00
"DE","mks_T","225_45_R_17","2001-8",59.00,639.00
"DE","mks_T","225_45_R_17","2002-8",175.00,671.00
"DE","mks_T","225_45_R_17","2003-8",56.00,704.00
"DE","mks_T","225_45_R_17","2004-8",137.00,740.00
"DE","mks_T","225_45_R_17","2005-8",144.00,777.00
"DE","mks_T","225_45_R_17","2006-8",40.00,815.00
"DE","mks_T","225_45_R_17","2007-8",97.00,856.00
"DE","mks_T","225_45_R_17","2008-8",16.00,899.00
"DE","mks_T","225_45_R_17","2009-8",178.00,944.00
"DE","mks_T","225_45_R_17","2010-8",135.00,991.00
"DE","mks_T","245_40_R_18","2000-8",14.00,1939.00
"DE","mks_T","245_40_R_18","2001-8",104.00,888.00
"DE","mks_T","245_40_R_18","2002-8",92.00,882.00
"DE","mks_T","245_40_R_18","2003-8",87.00,1671.00
"DE","mks_T","245_40_R_18","2004-8",120.00,1463.00
"DE","mks_T","245_40_R_18","2005-8",200.00,55.00
"DE","mks_T","245_40_R_18","2006-8",88.00,377.00
"DE","mks_T","245_40_R_18","2007-8",198.00,182.00
"DE","mks_T","245_40_R_18","2008-8",157.00,273.00
"DE","mks_T","245_40_R_18","2009-8",109.00,1707.00
"DE","mks_T","245_40_R_18","2010-8",133.00,1849.00
"ES","mks_T","225_50_ R_17","2000-8",157.00,1457.00
"ES","mks_T","225_50_ R_17","2001-8",95.00,167.00
"ES","mks_T","225_50_ R_17","2002-8",49.00,900.00
"ES","mks_T","225_50_ R_17","2003-8",71.00,892.00
"ES","mks_T","225_50_ R_17","2004-8",86.00,88.00
"ES","mks_T","225_50_ R_17","2005-8",15.00,934.00
"ES","mks_T","225_50_ R_17","2006-8",113.00,700.00
"ES","mks_T","225_50_ R_17","2007-8",102.00,1239.00
"ES","mks_T","225_50_ R_17","2008-8",140.00,1620.00
"ES","mks_T","225_50_ R_17","2009-8",68.00,1602.00
"ES","mks_T","225_50_ R_17","2010-8",158.00,931.00
"ES","mks_T","225_45_R_17","2000-8",104.00,495.00
"ES","mks_T","225_45_R_17","2001-8",48.00,519.00
"ES","mks_T","225_45_R_17","2002-8",142.00,546.00
"ES","mks_T","225_45_R_17","2003-8",46.00,573.00
"ES","mks_T","225_45_R_17","2004-8",112.00,601.00
"ES","mks_T","225_45_R_17","2005-8",117.00,631.00
"ES","mks_T","225_45_R_17","2006-8",32.00,663.00
"ES","mks_T","225_45_R_17","2007-8",79.00,696.00
"ES","mks_T","225_45_R_17","2008-8",13.00,731.00
"ES","mks_T","225_45_R_17","2009-8",145.00,767.00
"ES","mks_T","225_45_R_17","2010-8",110.00,806.00
"ES","mks_T","245_40_R_18","2000-8",12.00,1576.00
"ES","mks_T","245_40_R_18","2001-8",84.00,722.00
"ES","mks_T","245_40_R_18","2002-8",75.00,717.00
"ES","mks_T","245_40_R_18","2003-8",71.00,1359.00
"ES","mks_T","245_40_R_18","2004-8",97.00,1190.00
"ES","mks_T","245_40_R_18","2005-8",162.00,44.00
"ES","mks_T","245_40_R_18","2006-8",71.00,306.00
"ES","mks_T","245_40_R_18","2007-8",161.00,148.00
"ES","mks_T","245_40_R_18","2008-8",128.00,222.00
"ES","mks_T","245_40_R_18","2009-8",89.00,1388.00
"ES","mks_T","245_40_R_18","2010-8",108.00,1504.00
"IT","mks_T","225_50_ R_17","2000-9",361.00,3359.00
"IT","mks_T","225_50_ R_17","2001-9",219.00,385.00
"IT","mks_T","225_50_ R_17","2002-9",114.00,2073.00
"IT","mks_T","225_50_ R_17","2003-9",162.00,2055.00
"IT","mks_T","225_50_ R_17","2004-9",197.00,202.00
"IT","mks_T","225_50_ R_17","2005-9",33.00,2153.00
"IT","mks_T","225_50_ R_17","2006-9",261.00,1613.00
"IT","mks_T","225_50_ R_17","2007-9",235.00,2856.00
"IT","mks_T","225_50_ R_17","2008-9",321.00,3734.00
"IT","mks_T","225_50_ R_17","2009-9",156.00,3693.00
"IT","mks_T","225_50_ R_17","2010-9",364.00,2145.00
"IT","mks_T","225_45_R_17","2000-9",239.00,1140.00
"IT","mks_T","225_45_R_17","2001-9",110.00,1197.00
"IT","mks_T","225_45_R_17","2002-9",327.00,1257.00
"IT","mks_T","225_45_R_17","2003-9",105.00,1320.00
"IT","mks_T","225_45_R_17","2004-9",257.00,1386.00
"IT","mks_T","225_45_R_17","2005-9",270.00,1455.00
"IT","mks_T","225_45_R_17","2006-9",74.00,1528.00
"IT","mks_T","225_45_R_17","2007-9",181.00,1604.00
"IT","mks_T","225_45_R_17","2008-9",30.00,1684.00
"IT","mks_T","225_45_R_17","2009-9",333.00,1769.00
"IT","mks_T","225_45_R_17","2010-9",254.00,1857.00
"IT","mks_T","245_40_R_18","2000-9",27.00,3633.00
"IT","mks_T","245_40_R_18","2001-9",194.00,1663.00
"IT","mks_T","245_40_R_18","2002-9",173.00,1653.00
"IT","mks_T","245_40_R_18","2003-9",162.00,3131.00
"IT","mks_T","245_40_R_18","2004-9",224.00,2742.00
"IT","mks_T","245_40_R_18","2005-9",373.00,102.00
"IT","mks_T","245_40_R_18","2006-9",163.00,705.00
"IT","mks_T","245_40_R_18","2007-9",371.00,342.00
"IT","mks_T","245_40_R_18","2008-9",295.00,511.00
"IT","mks_T","245_40_R_18","2009-9",205.00,3199.00
"IT","mks_T","245_40_R_18","2010-9",248.00,3466.00
"DE","mks_T","225_50_ R_17","2000-9",367.00,3406.00
"DE","mks_T","225_50_ R_17","2001-9",222.00,390.00
"DE","mks_T","225_50_ R_17","2002-9",115.00,2101.00
"DE","mks_T","225_50_ R_17","2003-9",165.00,2083.00
"DE","mks_T","225_50_ R_17","2004-9",200.00,205.00
"DE","mks_T","225_50_ R_17","2005-9",34.00,2183.00
"DE","mks_T","225_50_ R_17","2006-9",264.00,1635.00
"DE","mks_T","225_50_ R_17","2007-9",238.00,2896.00
"DE","mks_T","225_50_ R_17","2008-9",326.00,3786.00
"DE","mks_T","225_50_ R_17","2009-9",158.00,3744.00
"DE","mks_T","225_50_ R_17","2010-9",369.00,2175.00
"DE","mks_T","225_45_R_17","2000-9",242.00,1155.00
"DE","mks_T","225_45_R_17","2001-9",112.00,1213.00
"DE","mks_T","225_45_R_17","2002-9",332.00,1275.00
"DE","mks_T","225_45_R_17","2003-9",106.00,1338.00
"DE","mks_T","225_45_R_17","2004-9",260.00,1405.00
"DE","mks_T","225_45_R_17","2005-9",274.00,1475.00
"DE","mks_T","225_45_R_17","2006-9",75.00,1549.00
"DE","mks_T","225_45_R_17","2007-9",183.00,1626.00
"DE","mks_T","225_45_R_17","2008-9",30.00,1707.00
"DE","mks_T","225_45_R_17","2009-9",338.00,1793.00
"DE","mks_T","225_45_R_17","2010-9",257.00,1883.00
"DE","mks_T","245_40_R_18","2000-9",27.00,3683.00
"DE","mks_T","245_40_R_18","2001-9",197.00,1686.00
"DE","mks_T","245_40_R_18","2002-9",175.00,1676.00
"DE","mks_T","245_40_R_18","2003-9",164.00,3175.00
"DE","mks_T","245_40_R_18","2004-9",227.00,2780.00
"DE","mks_T","245_40_R_18","2005-9",379.00,104.00
"DE","mks_T","245_40_R_18","2006-9",166.00,715.00
"DE","mks_T","245_40_R_18","2007-9",376.00,346.00
"DE","mks_T","245_40_R_18","2008-9",298.00,519.00
"DE","mks_T","245_40_R_18","2009-9",207.00,3243.00
"DE","mks_T","245_40_R_18","2010-9",252.00,3513.00
"ES","mks_T","225_50_ R_17","2000-9",298.00,2768.00
"ES","mks_T","225_50_ R_17","2001-9",181.00,317.00
"ES","mks_T","225_50_ R_17","2002-9",93.00,1709.00
"ES","mks_T","225_50_ R_17","2003-9",134.00,1694.00
"ES","mks_T","225_50_ R_17","2004-9",162.00,167.00
"ES","mks_T","225_50_ R_17","2005-9",28.00,1775.00
"ES","mks_T","225_50_ R_17","2006-9",215.00,1329.00
"ES","mks_T","225_50_ R_17","2007-9",194.00,2354.00
"ES","mks_T","225_50_ R_17","2008-9",265.00,3078.00
"ES","mks_T","225_50_ R_17","2009-9",128.00,3044.00
"ES","mks_T","225_50_ R_17","2010-9",300.00,1768.00
"ES","mks_T","225_45_R_17","2000-9",198.00,940.00
"ES","mks_T","225_45_R_17","2001-9",91.00,986.00
"ES","mks_T","225_45_R_17","2002-9",270.00,1036.00
"ES","mks_T","225_45_R_17","2003-9",86.00,1088.00
"ES","mks_T","225_45_R_17","2004-9",212.00,1142.00
"ES","mks_T","225_45_R_17","2005-9",222.00,1199.00
"ES","mks_T","225_45_R_17","2006-9",61.00,1259.00
"ES","mks_T","225_45_R_17","2007-9",149.00,1322.00
"ES","mks_T","225_45_R_17","2008-9",25.00,1388.00
"ES","mks_T","225_45_R_17","2009-9",276.00,1457.00
"ES","mks_T","225_45_R_17","2010-9",209.00,1530.00
"ES","mks_T","245_40_R_18","2000-9",22.00,2994.00
"ES","mks_T","245_40_R_18","2001-9",160.00,1371.00
"ES","mks_T","245_40_R_18","2002-9",143.00,1362.00
"ES","mks_T","245_40_R_18","2003-9",134.00,2581.00
"ES","mks_T","245_40_R_18","2004-9",184.00,2260.00
"ES","mks_T","245_40_R_18","2005-9",308.00,84.00
"ES","mks_T","245_40_R_18","2006-9",135.00,581.00
"ES","mks_T","245_40_R_18","2007-9",306.00,281.00
"ES","mks_T","245_40_R_18","2008-9",242.00,422.00
"ES","mks_T","245_40_R_18","2009-9",169.00,2636.00
"ES","mks_T","245_40_R_18","2010-9",204.00,2857.00
"IT","mks_T","225_50_ R_17","2000-10",391.00,3642.00
"IT","mks_T","225_50_ R_17","2001-10",238.00,417.00
"IT","mks_T","225_50_ R_17","2002-10",124.00,2247.00
"IT","mks_T","225_50_ R_17","2003-10",176.00,2228.00
"IT","mks_T","225_50_ R_17","2004-10",213.00,219.00
"IT","mks_T","225_50_ R_17","2005-10",36.00,2334.00
"IT","mks_T","225_50_ R_17","2006-10",283.00,1749.00
"IT","mks_T","225_50_ R_17","2007-10",254.00,3096.00
